Name,Email,Phone,WhatsApp Number,Status,Source,Budget Min,Budget Max,Preferred Location,Property Type,Bedroom,Tier,Notes
Lead User 997,lead997@example.com,9000000996,9000000996,lost,referral,6900000,8400000,Pune,Villa,2,high,Auto-generated lead 997 interested in Villa at Pune.
Lead User 998,lead998@example.com,9000000997,9000000997,qualified,website,4800000,8300000,Delhi,Villa,4,low,Auto-generated lead 998 interested in Villa at Delhi.
Lead User 999,lead999@example.com,9000000998,9000000998,contacted,facebook,4900000,6900000,Pune,Villa,2,high,Auto-generated lead 999 interested in Villa at Pune.
Lead User 1000,lead1000@example.com,9000000999,9000000999,lost,website,6700000,7900000,Pune,Penthouse,3,medium,Auto-generated lead 1000 interested in Penthouse at Pune.
Lead User 1001,lead1001@example.com,9000001000,9000001000,new,facebook,3700000,8100000,Delhi,3 BHK,2,medium,Auto-generated lead 1001 interested in 3 BHK at Delhi.
Lead User 1002,lead1002@example.com,9000001001,9000001001,new,website,7500000,10500000,Mumbai,1 BHK,1,low,Auto-generated lead 1002 interested in 1 BHK at Mumbai.
Lead User 1003,lead1003@example.com,9000001002,9000001002,lost,google_ads,4700000,9200000,Delhi,2 BHK,1,low,Auto-generated lead 1003 interested in 2 BHK at Delhi.
Lead User 1004,lead1004@example.com,9000001003,9000001003,new,website,7200000,8600000,Hyderabad,4 BHK,2,high,Auto-generated lead 1004 interested in 4 BHK at Hyderabad.
Lead User 1005,lead1005@example.com,9000001004,9000001004,new,referral,5600000,9800000,Pune,Penthouse,5,low,Auto-generated lead 1005 interested in Penthouse at Pune.
Lead User 1006,lead1006@example.com,9000001005,9000001005,qualified,google_ads,3600000,4600000,Delhi,3 BHK,5,high,Auto-generated lead 1006 interested in 3 BHK at Delhi.
Lead User 1007,lead1007@example.com,9000001006,9000001006,contacted,referral,7700000,10200000,Pune,2 BHK,4,high,Auto-generated lead 1007 interested in 2 BHK at Pune.
Lead User 1008,lead1008@example.com,9000001007,9000001007,contacted,facebook,7200000,8300000,Mumbai,1 BHK,1,medium,Auto-generated lead 1008 interested in 1 BHK at Mumbai.
Lead User 1009,lead1009@example.com,9000001008,9000001008,qualified,referral,5000000,9000000,Mumbai,3 BHK,1,high,Auto-generated lead 1009 interested in 3 BHK at Mumbai.
Lead User 1010,lead1010@example.com,9000001009,9000001009,qualified,website,6900000,8500000,Delhi,4 BHK,3,low,Auto-generated lead 1010 interested in 4 BHK at Delhi.
Lead User 1011,lead1011@example.com,9000001010,9000001010,lost,google_ads,6300000,8200000,Mumbai,3 BHK,5,medium,Auto-generated lead 1011 interested in 3 BHK at Mumbai.
Lead User 1012,lead1012@example.com,9000001011,9000001011,new,referral,4600000,9600000,Delhi,1 BHK,3,low,Auto-generated lead 1012 interested in 1 BHK at Delhi.
Lead User 1013,lead1013@example.com,9000001012,9000001012,contacted,referral,3000000,6000000,Hyderabad,Villa,1,medium,Auto-generated lead 1013 interested in Villa at Hyderabad.
Lead User 1014,lead1014@example.com,9000001013,9000001013,contacted,facebook,7000000,10300000,Mumbai,Penthouse,4,high,Auto-generated lead 1014 interested in Penthouse at Mumbai.
Lead User 1015,lead1015@example.com,9000001014,9000001014,lost,website,5000000,6600000,Mumbai,1 BHK,2,medium,Auto-generated lead 1015 interested in 1 BHK at Mumbai.
Lead User 1016,lead1016@example.com,9000001015,9000001015,qualified,website,6900000,8500000,Delhi,3 BHK,2,high,Auto-generated lead 1016 interested in 3 BHK at Delhi.
Lead User 1017,lead1017@example.com,9000001016,9000001016,qualified,website,6600000,9100000,Bangalore,2 BHK,3,low,Auto-generated lead 1017 interested in 2 BHK at Bangalore.
Lead User 1018,lead1018@example.com,9000001017,9000001017,lost,referral,5700000,9600000,Bangalore,Penthouse,3,medium,Auto-generated lead 1018 interested in Penthouse at Bangalore.
Lead User 1019,lead1019@example.com,9000001018,9000001018,contacted,facebook,3000000,4500000,Pune,2 BHK,1,high,Auto-generated lead 1019 interested in 2 BHK at Pune.
Lead User 1020,lead1020@example.com,9000001019,9000001019,contacted,website,6900000,7900000,Bangalore,4 BHK,1,high,Auto-generated lead 1020 interested in 4 BHK at Bangalore.
Lead User 1021,lead1021@example.com,9000001020,9000001020,contacted,referral,7700000,11400000,Hyderabad,Villa,4,medium,Auto-generated lead 1021 interested in Villa at Hyderabad.
Lead User 1022,lead1022@example.com,9000001021,9000001021,lost,facebook,6800000,8500000,Delhi,Penthouse,4,medium,Auto-generated lead 1022 interested in Penthouse at Delhi.
Lead User 1023,lead1023@example.com,9000001022,9000001022,new,facebook,5000000,7400000,Pune,1 BHK,4,medium,Auto-generated lead 1023 interested in 1 BHK at Pune.
Lead User 1024,lead1024@example.com,9000001023,9000001023,qualified,website,8000000,9000000,Mumbai,3 BHK,4,high,Auto-generated lead 1024 interested in 3 BHK at Mumbai.
Lead User 1025,lead1025@example.com,9000001024,9000001024,qualified,google_ads,5500000,10000000,Pune,2 BHK,1,high,Auto-generated lead 1025 interested in 2 BHK at Pune.
Lead User 1026,lead1026@example.com,9000001025,9000001025,qualified,referral,3200000,6800000,Bangalore,2 BHK,2,low,Auto-generated lead 1026 interested in 2 BHK at Bangalore.
Lead User 1027,lead1027@example.com,9000001026,9000001026,qualified,referral,4100000,7600000,Bangalore,1 BHK,5,low,Auto-generated lead 1027 interested in 1 BHK at Bangalore.
Lead User 1028,lead1028@example.com,9000001027,9000001027,qualified,facebook,6600000,7800000,Mumbai,Villa,5,high,Auto-generated lead 1028 interested in Villa at Mumbai.
Lead User 1029,lead1029@example.com,9000001028,9000001028,lost,facebook,4200000,8700000,Delhi,3 BHK,1,high,Auto-generated lead 1029 interested in 3 BHK at Delhi.
Lead User 1030,lead1030@example.com,9000001029,9000001029,contacted,website,7500000,12500000,Delhi,Villa,3,medium,Auto-generated lead 1030 interested in Villa at Delhi.
Lead User 1031,lead1031@example.com,9000001030,9000001030,lost,website,5000000,9600000,Bangalore,1 BHK,3,high,Auto-generated lead 1031 interested in 1 BHK at Bangalore.
Lead User 1032,lead1032@example.com,9000001031,9000001031,new,referral,4800000,7200000,Mumbai,4 BHK,2,high,Auto-generated lead 1032 interested in 4 BHK at Mumbai.
Lead User 1033,lead1033@example.com,9000001032,9000001032,contacted,website,6100000,9200000,Bangalore,2 BHK,5,medium,Auto-generated lead 1033 interested in 2 BHK at Bangalore.
Lead User 1034,lead1034@example.com,9000001033,9000001033,new,facebook,5000000,9300000,Hyderabad,Penthouse,4,high,Auto-generated lead 1034 interested in Penthouse at Hyderabad.
Lead User 1035,lead1035@example.com,9000001034,9000001034,contacted,facebook,7000000,11500000,Pune,3 BHK,5,low,Auto-generated lead 1035 interested in 3 BHK at Pune.
Lead User 1036,lead1036@example.com,9000001035,9000001035,qualified,facebook,7400000,9700000,Bangalore,Penthouse,1,low,Auto-generated lead 1036 interested in Penthouse at Bangalore.
Lead User 1037,lead1037@example.com,9000001036,9000001036,new,website,7900000,9100000,Bangalore,2 BHK,4,medium,Auto-generated lead 1037 interested in 2 BHK at Bangalore.
Lead User 1038,lead1038@example.com,9000001037,9000001037,qualified,google_ads,3000000,4000000,Delhi,3 BHK,3,high,Auto-generated lead 1038 interested in 3 BHK at Delhi.
Lead User 1039,lead1039@example.com,9000001038,9000001038,contacted,referral,5400000,8500000,Pune,2 BHK,5,high,Auto-generated lead 1039 interested in 2 BHK at Pune.
Lead User 1040,lead1040@example.com,9000001039,9000001039,contacted,facebook,7700000,10000000,Hyderabad,1 BHK,3,medium,Auto-generated lead 1040 interested in 1 BHK at Hyderabad.
Lead User 1041,lead1041@example.com,9000001040,9000001040,new,google_ads,7000000,9100000,Pune,3 BHK,1,low,Auto-generated lead 1041 interested in 3 BHK at Pune.
Lead User 1042,lead1042@example.com,9000001041,9000001041,lost,referral,7100000,10500000,Pune,2 BHK,3,low,Auto-generated lead 1042 interested in 2 BHK at Pune.
Lead User 1043,lead1043@example.com,9000001042,9000001042,contacted,website,5900000,7600000,Delhi,3 BHK,5,high,Auto-generated lead 1043 interested in 3 BHK at Delhi.
Lead User 1044,lead1044@example.com,9000001043,9000001043,lost,facebook,7400000,10600000,Delhi,Villa,3,low,Auto-generated lead 1044 interested in Villa at Delhi.
Lead User 1045,lead1045@example.com,9000001044,9000001044,qualified,referral,5300000,8600000,Hyderabad,4 BHK,1,high,Auto-generated lead 1045 interested in 4 BHK at Hyderabad.
Lead User 1046,lead1046@example.com,9000001045,9000001045,contacted,website,5000000,9800000,Pune,4 BHK,2,high,Auto-generated lead 1046 interested in 4 BHK at Pune.
Lead User 1047,lead1047@example.com,9000001046,9000001046,qualified,referral,7900000,12100000,Hyderabad,Villa,2,medium,Auto-generated lead 1047 interested in Villa at Hyderabad.
Lead User 1048,lead1048@example.com,9000001047,9000001047,lost,website,5000000,9900000,Mumbai,4 BHK,2,low,Auto-generated lead 1048 interested in 4 BHK at Mumbai.
Lead User 1049,lead1049@example.com,9000001048,9000001048,qualified,facebook,3500000,7900000,Bangalore,Villa,3,low,Auto-generated lead 1049 interested in Villa at Bangalore.
Lead User 1050,lead1050@example.com,9000001049,9000001049,contacted,facebook,3000000,4200000,Bangalore,2 BHK,4,low,Auto-generated lead 1050 interested in 2 BHK at Bangalore.
Lead User 1051,lead1051@example.com,9000001050,9000001050,new,facebook,7000000,8600000,Delhi,2 BHK,4,low,Auto-generated lead 1051 interested in 2 BHK at Delhi.
Lead User 1052,lead1052@example.com,9000001051,9000001051,contacted,website,3500000,8400000,Mumbai,1 BHK,3,high,Auto-generated lead 1052 interested in 1 BHK at Mumbai.
Lead User 1053,lead1053@example.com,9000001052,9000001052,contacted,referral,6100000,9500000,Hyderabad,2 BHK,2,low,Auto-generated lead 1053 interested in 2 BHK at Hyderabad.
Lead User 1054,lead1054@example.com,9000001053,9000001053,new,website,6500000,9700000,Bangalore,2 BHK,2,low,Auto-generated lead 1054 interested in 2 BHK at Bangalore.
Lead User 1055,lead1055@example.com,9000001054,9000001054,new,google_ads,7800000,8800000,Delhi,2 BHK,5,high,Auto-generated lead 1055 interested in 2 BHK at Delhi.
Lead User 1056,lead1056@example.com,9000001055,9000001055,new,website,7100000,9200000,Hyderabad,Villa,3,low,Auto-generated lead 1056 interested in Villa at Hyderabad.
Lead User 1057,lead1057@example.com,9000001056,9000001056,contacted,referral,3200000,7900000,Mumbai,3 BHK,2,low,Auto-generated lead 1057 interested in 3 BHK at Mumbai.
Lead User 1058,lead1058@example.com,9000001057,9000001057,qualified,website,4100000,8400000,Delhi,Penthouse,5,low,Auto-generated lead 1058 interested in Penthouse at Delhi.
Lead User 1059,lead1059@example.com,9000001058,9000001058,lost,referral,6200000,10200000,Hyderabad,Penthouse,3,high,Auto-generated lead 1059 interested in Penthouse at Hyderabad.
Lead User 1060,lead1060@example.com,9000001059,9000001059,new,google_ads,7700000,11400000,Hyderabad,1 BHK,5,medium,Auto-generated lead 1060 interested in 1 BHK at Hyderabad.
Lead User 1061,lead1061@example.com,9000001060,9000001060,qualified,facebook,5000000,8200000,Hyderabad,Villa,5,low,Auto-generated lead 1061 interested in Villa at Hyderabad.
Lead User 1062,lead1062@example.com,9000001061,9000001061,lost,facebook,6200000,8500000,Delhi,2 BHK,1,medium,Auto-generated lead 1062 interested in 2 BHK at Delhi.
Lead User 1063,lead1063@example.com,9000001062,9000001062,lost,referral,6100000,9000000,Mumbai,Villa,4,high,Auto-generated lead 1063 interested in Villa at Mumbai.
Lead User 1064,lead1064@example.com,9000001063,9000001063,qualified,facebook,6300000,10100000,Delhi,3 BHK,5,high,Auto-generated lead 1064 interested in 3 BHK at Delhi.
Lead User 1065,lead1065@example.com,9000001064,9000001064,qualified,google_ads,6700000,10900000,Pune,Villa,2,high,Auto-generated lead 1065 interested in Villa at Pune.
Lead User 1066,lead1066@example.com,9000001065,9000001065,qualified,referral,4500000,5500000,Pune,2 BHK,5,low,Auto-generated lead 1066 interested in 2 BHK at Pune.
Lead User 1067,lead1067@example.com,9000001066,9000001066,qualified,google_ads,5600000,7300000,Pune,Penthouse,4,medium,Auto-generated lead 1067 interested in Penthouse at Pune.
Lead User 1068,lead1068@example.com,9000001067,9000001067,lost,google_ads,5900000,10500000,Hyderabad,Penthouse,2,high,Auto-generated lead 1068 interested in Penthouse at Hyderabad.
Lead User 1069,lead1069@example.com,9000001068,9000001068,new,facebook,7500000,10300000,Mumbai,4 BHK,3,high,Auto-generated lead 1069 interested in 4 BHK at Mumbai.
Lead User 1070,lead1070@example.com,9000001069,9000001069,contacted,website,7500000,11700000,Pune,Penthouse,4,medium,Auto-generated lead 1070 interested in Penthouse at Pune.
Lead User 1071,lead1071@example.com,9000001070,9000001070,qualified,referral,6700000,9000000,Hyderabad,Villa,4,low,Auto-generated lead 1071 interested in Villa at Hyderabad.
Lead User 1072,lead1072@example.com,9000001071,9000001071,qualified,referral,5400000,7100000,Delhi,1 BHK,4,medium,Auto-generated lead 1072 interested in 1 BHK at Delhi.
Lead User 1073,lead1073@example.com,9000001072,9000001072,contacted,facebook,3300000,4800000,Delhi,4 BHK,3,high,Auto-generated lead 1073 interested in 4 BHK at Delhi.
Lead User 1074,lead1074@example.com,9000001073,9000001073,contacted,facebook,6700000,8400000,Bangalore,Penthouse,2,high,Auto-generated lead 1074 interested in Penthouse at Bangalore.
Lead User 1075,lead1075@example.com,9000001074,9000001074,lost,facebook,6400000,10600000,Bangalore,2 BHK,5,medium,Auto-generated lead 1075 interested in 2 BHK at Bangalore.
Lead User 1076,lead1076@example.com,9000001075,9000001075,new,referral,5900000,10000000,Hyderabad,3 BHK,1,high,Auto-generated lead 1076 interested in 3 BHK at Hyderabad.
Lead User 1077,lead1077@example.com,9000001076,9000001076,lost,facebook,7300000,11600000,Delhi,Villa,3,medium,Auto-generated lead 1077 interested in Villa at Delhi.
Lead User 1078,lead1078@example.com,9000001077,9000001077,lost,facebook,5500000,10200000,Mumbai,3 BHK,3,high,Auto-generated lead 1078 interested in 3 BHK at Mumbai.
Lead User 1079,lead1079@example.com,9000001078,9000001078,new,facebook,7100000,10600000,Pune,2 BHK,5,low,Auto-generated lead 1079 interested in 2 BHK at Pune.
Lead User 1080,lead1080@example.com,9000001079,9000001079,qualified,google_ads,5300000,7800000,Bangalore,Penthouse,1,low,Auto-generated lead 1080 interested in Penthouse at Bangalore.
Lead User 1081,lead1081@example.com,9000001080,9000001080,contacted,facebook,5800000,8800000,Pune,2 BHK,5,medium,Auto-generated lead 1081 interested in 2 BHK at Pune.
Lead User 1082,lead1082@example.com,9000001081,9000001081,qualified,facebook,7100000,10100000,Hyderabad,3 BHK,1,medium,Auto-generated lead 1082 interested in 3 BHK at Hyderabad.
Lead User 1083,lead1083@example.com,9000001082,9000001082,lost,google_ads,5300000,8400000,Hyderabad,1 BHK,4,low,Auto-generated lead 1083 interested in 1 BHK at Hyderabad.
Lead User 1084,lead1084@example.com,9000001083,9000001083,new,website,5900000,9200000,Bangalore,2 BHK,4,high,Auto-generated lead 1084 interested in 2 BHK at Bangalore.
Lead User 1085,lead1085@example.com,9000001084,9000001084,lost,google_ads,6700000,9600000,Mumbai,Villa,5,high,Auto-generated lead 1085 interested in Villa at Mumbai.
Lead User 1086,lead1086@example.com,9000001085,9000001085,qualified,google_ads,7800000,11000000,Mumbai,3 BHK,3,low,Auto-generated lead 1086 interested in 3 BHK at Mumbai.
Lead User 1087,lead1087@example.com,9000001086,9000001086,lost,google_ads,5800000,9400000,Pune,Villa,5,low,Auto-generated lead 1087 interested in Villa at Pune.
Lead User 1088,lead1088@example.com,9000001087,9000001087,contacted,referral,6700000,10100000,Delhi,2 BHK,5,high,Auto-generated lead 1088 interested in 2 BHK at Delhi.
Lead User 1089,lead1089@example.com,9000001088,9000001088,contacted,google_ads,4200000,8600000,Pune,Villa,3,low,Auto-generated lead 1089 interested in Villa at Pune.
Lead User 1090,lead1090@example.com,9000001089,9000001089,qualified,facebook,5000000,9100000,Pune,4 BHK,3,medium,Auto-generated lead 1090 interested in 4 BHK at Pune.
Lead User 1091,lead1091@example.com,9000001090,9000001090,contacted,website,5000000,9600000,Mumbai,4 BHK,5,low,Auto-generated lead 1091 interested in 4 BHK at Mumbai.
Lead User 1092,lead1092@example.com,9000001091,9000001091,lost,website,3500000,4500000,Pune,1 BHK,1,low,Auto-generated lead 1092 interested in 1 BHK at Pune.
Lead User 1093,lead1093@example.com,9000001092,9000001092,new,facebook,5400000,10400000,Delhi,1 BHK,4,low,Auto-generated lead 1093 interested in 1 BHK at Delhi.
Lead User 1094,lead1094@example.com,9000001093,9000001093,new,facebook,6900000,10500000,Delhi,1 BHK,2,low,Auto-generated lead 1094 interested in 1 BHK at Delhi.
Lead User 1095,lead1095@example.com,9000001094,9000001094,lost,referral,6600000,9100000,Delhi,3 BHK,1,low,Auto-generated lead 1095 interested in 3 BHK at Delhi.
Lead User 1096,lead1096@example.com,9000001095,9000001095,new,facebook,3500000,7300000,Pune,3 BHK,3,medium,Auto-generated lead 1096 interested in 3 BHK at Pune.
Lead User 1097,lead1097@example.com,9000001096,9000001096,new,website,7900000,10000000,Bangalore,Villa,4,low,Auto-generated lead 1097 interested in Villa at Bangalore.
Lead User 1098,lead1098@example.com,9000001097,9000001097,qualified,referral,6000000,10100000,Pune,4 BHK,4,medium,Auto-generated lead 1098 interested in 4 BHK at Pune.
Lead User 1099,lead1099@example.com,9000001098,9000001098,contacted,facebook,7700000,9400000,Hyderabad,3 BHK,1,high,Auto-generated lead 1099 interested in 3 BHK at Hyderabad.
Lead User 1100,lead1100@example.com,9000001099,9000001099,new,website,5400000,8300000,Pune,Villa,1,high,Auto-generated lead 1100 interested in Villa at Pune.
Lead User 1101,lead1101@example.com,9000001100,9000001100,contacted,website,5000000,7500000,Bangalore,2 BHK,3,low,Auto-generated lead 1101 interested in 2 BHK at Bangalore.
Lead User 1102,lead1102@example.com,9000001101,9000001101,lost,google_ads,5000000,6800000,Delhi,2 BHK,1,low,Auto-generated lead 1102 interested in 2 BHK at Delhi.
Lead User 1103,lead1103@example.com,9000001102,9000001102,contacted,referral,7200000,10300000,Bangalore,2 BHK,3,low,Auto-generated lead 1103 interested in 2 BHK at Bangalore.
Lead User 1104,lead1104@example.com,9000001103,9000001103,contacted,referral,3500000,4500000,Bangalore,Villa,2,high,Auto-generated lead 1104 interested in Villa at Bangalore.
Lead User 1105,lead1105@example.com,9000001104,9000001104,new,website,8000000,9400000,Delhi,3 BHK,3,low,Auto-generated lead 1105 interested in 3 BHK at Delhi.
Lead User 1106,lead1106@example.com,9000001105,9000001105,contacted,website,3700000,6800000,Hyderabad,3 BHK,5,medium,Auto-generated lead 1106 interested in 3 BHK at Hyderabad.
Lead User 1107,lead1107@example.com,9000001106,9000001106,new,google_ads,5900000,8200000,Hyderabad,1 BHK,2,medium,Auto-generated lead 1107 interested in 1 BHK at Hyderabad.
Lead User 1108,lead1108@example.com,9000001107,9000001107,qualified,referral,4100000,8700000,Pune,2 BHK,3,medium,Auto-generated lead 1108 interested in 2 BHK at Pune.
Lead User 1109,lead1109@example.com,9000001108,9000001108,new,website,5500000,10300000,Pune,Villa,2,high,Auto-generated lead 1109 interested in Villa at Pune.
Lead User 1110,lead1110@example.com,9000001109,9000001109,lost,referral,4400000,6300000,Bangalore,3 BHK,5,low,Auto-generated lead 1110 interested in 3 BHK at Bangalore.
Lead User 1111,lead1111@example.com,9000001110,9000001110,qualified,facebook,4000000,8700000,Pune,3 BHK,2,medium,Auto-generated lead 1111 interested in 3 BHK at Pune.
Lead User 1112,lead1112@example.com,9000001111,9000001111,qualified,referral,7200000,9900000,Hyderabad,Penthouse,4,low,Auto-generated lead 1112 interested in Penthouse at Hyderabad.
Lead User 1113,lead1113@example.com,9000001112,9000001112,qualified,referral,5100000,6400000,Mumbai,Villa,4,low,Auto-generated lead 1113 interested in Villa at Mumbai.
Lead User 1114,lead1114@example.com,9000001113,9000001113,lost,facebook,7300000,12000000,Mumbai,2 BHK,4,medium,Auto-generated lead 1114 interested in 2 BHK at Mumbai.
Lead User 1115,lead1115@example.com,9000001114,9000001114,qualified,referral,4000000,8600000,Hyderabad,Penthouse,5,medium,Auto-generated lead 1115 interested in Penthouse at Hyderabad.
Lead User 1116,lead1116@example.com,9000001115,9000001115,qualified,website,5600000,7000000,Pune,1 BHK,5,low,Auto-generated lead 1116 interested in 1 BHK at Pune.
Lead User 1117,lead1117@example.com,9000001116,9000001116,lost,website,7800000,9100000,Hyderabad,1 BHK,1,high,Auto-generated lead 1117 interested in 1 BHK at Hyderabad.
Lead User 1118,lead1118@example.com,9000001117,9000001117,new,referral,6700000,11100000,Hyderabad,1 BHK,2,high,Auto-generated lead 1118 interested in 1 BHK at Hyderabad.
Lead User 1119,lead1119@example.com,9000001118,9000001118,lost,google_ads,7900000,9600000,Bangalore,Villa,3,medium,Auto-generated lead 1119 interested in Villa at Bangalore.
Lead User 1120,lead1120@example.com,9000001119,9000001119,lost,website,7200000,8800000,Delhi,1 BHK,5,high,Auto-generated lead 1120 interested in 1 BHK at Delhi.
Lead User 1121,lead1121@example.com,9000001120,9000001120,qualified,facebook,7000000,8800000,Pune,Villa,1,medium,Auto-generated lead 1121 interested in Villa at Pune.
Lead User 1122,lead1122@example.com,9000001121,9000001121,new,referral,4200000,7200000,Delhi,2 BHK,2,high,Auto-generated lead 1122 interested in 2 BHK at Delhi.
Lead User 1123,lead1123@example.com,9000001122,9000001122,lost,facebook,6100000,7200000,Pune,Villa,5,low,Auto-generated lead 1123 interested in Villa at Pune.
Lead User 1124,lead1124@example.com,9000001123,9000001123,contacted,facebook,6000000,8300000,Delhi,3 BHK,1,medium,Auto-generated lead 1124 interested in 3 BHK at Delhi.
Lead User 1125,lead1125@example.com,9000001124,9000001124,new,website,3600000,6500000,Pune,2 BHK,3,medium,Auto-generated lead 1125 interested in 2 BHK at Pune.
Lead User 1126,lead1126@example.com,9000001125,9000001125,lost,website,7700000,11600000,Mumbai,Penthouse,5,high,Auto-generated lead 1126 interested in Penthouse at Mumbai.
Lead User 1127,lead1127@example.com,9000001126,9000001126,contacted,facebook,4400000,8300000,Bangalore,Villa,3,high,Auto-generated lead 1127 interested in Villa at Bangalore.
Lead User 1128,lead1128@example.com,9000001127,9000001127,contacted,referral,7000000,11900000,Pune,Penthouse,2,low,Auto-generated lead 1128 interested in Penthouse at Pune.
Lead User 1129,lead1129@example.com,9000001128,9000001128,lost,referral,3400000,7000000,Bangalore,1 BHK,1,medium,Auto-generated lead 1129 interested in 1 BHK at Bangalore.
Lead User 1130,lead1130@example.com,9000001129,9000001129,new,website,6200000,10400000,Delhi,Villa,5,low,Auto-generated lead 1130 interested in Villa at Delhi.
Lead User 1131,lead1131@example.com,9000001130,9000001130,contacted,website,5300000,8700000,Bangalore,2 BHK,2,low,Auto-generated lead 1131 interested in 2 BHK at Bangalore.
Lead User 1132,lead1132@example.com,9000001131,9000001131,new,referral,3200000,6700000,Pune,Villa,2,high,Auto-generated lead 1132 interested in Villa at Pune.
Lead User 1133,lead1133@example.com,9000001132,9000001132,qualified,referral,3100000,5500000,Bangalore,Villa,3,high,Auto-generated lead 1133 interested in Villa at Bangalore.
Lead User 1134,lead1134@example.com,9000001133,9000001133,lost,google_ads,6300000,8700000,Pune,3 BHK,5,high,Auto-generated lead 1134 interested in 3 BHK at Pune.
Lead User 1135,lead1135@example.com,9000001134,9000001134,lost,google_ads,6900000,9100000,Hyderabad,3 BHK,3,medium,Auto-generated lead 1135 interested in 3 BHK at Hyderabad.
Lead User 1136,lead1136@example.com,9000001135,9000001135,new,referral,5500000,8900000,Mumbai,3 BHK,1,high,Auto-generated lead 1136 interested in 3 BHK at Mumbai.
Lead User 1137,lead1137@example.com,9000001136,9000001136,contacted,google_ads,8000000,11900000,Mumbai,Villa,3,low,Auto-generated lead 1137 interested in Villa at Mumbai.
Lead User 1138,lead1138@example.com,9000001137,9000001137,qualified,referral,4300000,5800000,Mumbai,3 BHK,3,medium,Auto-generated lead 1138 interested in 3 BHK at Mumbai.
Lead User 1139,lead1139@example.com,9000001138,9000001138,qualified,google_ads,4100000,8200000,Bangalore,3 BHK,1,medium,Auto-generated lead 1139 interested in 3 BHK at Bangalore.
Lead User 1140,lead1140@example.com,9000001139,9000001139,new,referral,6200000,9600000,Pune,3 BHK,4,low,Auto-generated lead 1140 interested in 3 BHK at Pune.
Lead User 1141,lead1141@example.com,9000001140,9000001140,new,referral,3000000,7600000,Hyderabad,4 BHK,4,medium,Auto-generated lead 1141 interested in 4 BHK at Hyderabad.
Lead User 1142,lead1142@example.com,9000001141,9000001141,new,google_ads,7700000,9000000,Delhi,Penthouse,3,medium,Auto-generated lead 1142 interested in Penthouse at Delhi.
Lead User 1143,lead1143@example.com,9000001142,9000001142,qualified,website,5100000,8100000,Mumbai,4 BHK,3,low,Auto-generated lead 1143 interested in 4 BHK at Mumbai.
Lead User 1144,lead1144@example.com,9000001143,9000001143,lost,referral,6500000,8900000,Pune,Penthouse,1,medium,Auto-generated lead 1144 interested in Penthouse at Pune.
Lead User 1145,lead1145@example.com,9000001144,9000001144,new,google_ads,4000000,7400000,Pune,3 BHK,4,medium,Auto-generated lead 1145 interested in 3 BHK at Pune.
Lead User 1146,lead1146@example.com,9000001145,9000001145,qualified,website,7800000,9300000,Bangalore,3 BHK,5,medium,Auto-generated lead 1146 interested in 3 BHK at Bangalore.
Lead User 1147,lead1147@example.com,9000001146,9000001146,new,referral,5400000,10400000,Delhi,3 BHK,3,medium,Auto-generated lead 1147 interested in 3 BHK at Delhi.
Lead User 1148,lead1148@example.com,9000001147,9000001147,qualified,website,3400000,7900000,Pune,3 BHK,3,high,Auto-generated lead 1148 interested in 3 BHK at Pune.
Lead User 1149,lead1149@example.com,9000001148,9000001148,contacted,google_ads,5500000,9400000,Mumbai,Penthouse,3,high,Auto-generated lead 1149 interested in Penthouse at Mumbai.
Lead User 1150,lead1150@example.com,9000001149,9000001149,new,google_ads,6600000,9300000,Bangalore,4 BHK,3,low,Auto-generated lead 1150 interested in 4 BHK at Bangalore.
Lead User 1151,lead1151@example.com,9000001150,9000001150,lost,facebook,7500000,8700000,Mumbai,Villa,2,low,Auto-generated lead 1151 interested in Villa at Mumbai.
Lead User 1152,lead1152@example.com,9000001151,9000001151,contacted,referral,6800000,10900000,Delhi,2 BHK,5,medium,Auto-generated lead 1152 interested in 2 BHK at Delhi.
Lead User 1153,lead1153@example.com,9000001152,9000001152,contacted,website,7300000,11400000,Pune,Penthouse,3,medium,Auto-generated lead 1153 interested in Penthouse at Pune.
Lead User 1154,lead1154@example.com,9000001153,9000001153,lost,google_ads,3100000,7600000,Bangalore,Villa,1,high,Auto-generated lead 1154 interested in Villa at Bangalore.
Lead User 1155,lead1155@example.com,9000001154,9000001154,contacted,referral,7600000,10900000,Pune,2 BHK,2,high,Auto-generated lead 1155 interested in 2 BHK at Pune.
Lead User 1156,lead1156@example.com,9000001155,9000001155,qualified,google_ads,7800000,9100000,Hyderabad,Villa,3,high,Auto-generated lead 1156 interested in Villa at Hyderabad.
Lead User 1157,lead1157@example.com,9000001156,9000001156,contacted,google_ads,6500000,11400000,Bangalore,Penthouse,3,high,Auto-generated lead 1157 interested in Penthouse at Bangalore.
Lead User 1158,lead1158@example.com,9000001157,9000001157,contacted,website,3100000,5000000,Delhi,3 BHK,3,high,Auto-generated lead 1158 interested in 3 BHK at Delhi.
Lead User 1159,lead1159@example.com,9000001158,9000001158,qualified,google_ads,5500000,8200000,Hyderabad,4 BHK,3,medium,Auto-generated lead 1159 interested in 4 BHK at Hyderabad.
Lead User 1160,lead1160@example.com,9000001159,9000001159,contacted,google_ads,4900000,7700000,Bangalore,1 BHK,3,low,Auto-generated lead 1160 interested in 1 BHK at Bangalore.
